Date,rstar,g,z,output gap,real rate gap,fed_results,,All results are output from the Stage 3 model.,,,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g
4/1/2018,0.988142446,2.19802845,-2.109605445,1.211195549,-1.970313486,1.174527066,,,,,,,,,,,,,,,,,,,,,
7/1/2018,0.688781631,2.215550754,-2.433660974,0.992131585,-1.414182144,1.104057152,,,,,,,,,,,,,,,,,,,,,
10/1/2018,0.187918614,2.195669015,-2.906504054,0.614776332,-0.186512063,1.048371621,,,,,,,,,,,,,,,,,,,,,
1/1/2019,0.204539257,2.214165124,-2.915950536,0.497696983,0.541362485,1.063397426,,,,,,,,,,,,,,,,,,,,,
4/1/2019,0.791622406,2.224053821,-2.342803827,0.877209817,-0.223424958,1.147372725,,,,,,,,,,,,,,,,,,,,,
7/1/2019,0.656260313,2.287322162,-2.567331904,0.765087,-0.24114747,1.26768557,,,,,,,,,,,,,,,,,,,,,
10/1/2019,0.527207598,2.291489665,-2.702258007,0.783219808,-0.929906207,1.249837778,,,,,,,,,,,,,,,,,,,,,
1/1/2020,0.035969038,2.117726028,-2.948606223,0.480399864,-0.907270237,1.256473822,,,,,,,,,,,,,,,,,,,,,
4/1/2020,0.006470857,2.10777106,-2.964074568,-8.192960775,-0.321863074,1.225444176,,,,,,,,,,,,,,,,,,,,,
7/1/2020,0.035596294,2.117616559,-2.948824691,-1.274179782,-1.193194133,1.293348917,,,,,,,,,,,,,,,,,,,,,
10/1/2020,0.025998542,2.114023558,-2.953358718,-0.690194528,-1.203974724,1.272628679,,,,,,,,,,,,,,,,,,,,,
1/1/2021,0.306018581,2.118069352,-2.679040539,0.210217645,-2.162433091,1.395121255,,,,,,,,,,,,,,,,,,,,,
4/1/2021,0.892171747,2.122102985,-2.098572094,1.406872203,-5.717459126,1.437750508,,,,,,,,,,,,,,,,,,,,,
7/1/2021,0.85672756,2.107640917,-2.113634451,1.86928092,-6.151014543,1.409455586,,,,,,,,,,,,,,,,,,,,,
10/1/2021,1.045938922,2.178380289,-2.024118222,2.427279923,-7.672147662,1.669497932,,,,,,,,,,,,,,,,,,,,,
1/1/2022,0.971646167,2.088648174,-1.971948797,2.581432001,-8.830218046,1.402646372,,,,,,,,,,,,,,,,,,,,,
4/1/2022,1.109842386,2.061272093,-1.79517064,2.481493056,-9.004355614,1.185246334,,,,,,,,,,,,,,,,,,,,,
7/1/2022,0.928072844,2.097918699,-2.028587352,2.164597582,-7.103567096,1.275541281,,,,,,,,,,,,,,,,,,,,,
10/1/2022,0.661579885,2.134207348,-2.346223,1.962177436,-4.190262762,1.23642335,,,,,,,,,,,,,,,,,,,,,
1/1/2023,0.439383724,2.152369739,-2.594015967,1.832573625,-1.803256589,1.172856217,,,,,,,,,,,,,,,,,,,,,
4/1/2023,0.322664452,2.162080787,-2.724421312,1.746936515,0.682106636,1.036923177,,,,,,,,,,,,,,,,,,,,,
7/1/2023,0.337163995,2.235060201,-2.812773862,1.451164704,1.400670097,0.961995344,,,,,,,,,,,,,,,,,,,,,
10/1/2023,-0.127746135,2.28648663,-3.350160812,0.922072514,2.200096888,0.842933254,,,,,,,,,,,,,,,,,,,,,
