Date,rstar,g,z,output gap,real rate gap,fed results,,All results are output from the Stage 3 model.,,,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g
4/1/2012,0.755391513,1.613432502,-0.957334172,0.786357426,-2.47326134,0.882062817,,,,,,,,,,,,,,,,,,,,,
7/1/2012,0.582906871,1.558011478,-1.070987093,0.66234437,-2.141313892,0.710272581,,,,,,,,,,,,,,,,,,,,,
10/1/2012,0.553764465,1.494749677,-1.032974467,0.785961525,-2.182310587,0.672635336,,,,,,,,,,,,,,,,,,,,,
1/1/2013,0.626743918,1.5844976,-1.055266166,0.875834438,-2.027775811,0.778943214,,,,,,,,,,,,,,,,,,,,,
4/1/2013,0.494110235,1.541697345,-1.142465599,0.852502367,-1.789055337,0.64854457,,,,,,,,,,,,,,,,,,,,,
7/1/2013,0.596919387,1.589918337,-1.090845035,1.128493474,-2.030685754,0.769806348,,,,,,,,,,,,,,,,,,,,,
10/1/2013,0.661833056,1.630210084,-1.068702731,1.412871499,-2.080923165,0.853507242,,,,,,,,,,,,,,,,,,,,,
1/1/2014,0.416057852,1.498737269,-1.174914075,1.21780649,-1.773005943,0.586710726,,,,,,,,,,,,,,,,,,,,,
4/1/2014,0.646720263,1.639174123,-1.093331224,1.484336041,-2.13972221,0.855538465,,,,,,,,,,,,,,,,,,,,,
7/1/2014,0.719448738,1.731598533,-1.118715103,1.745542085,-2.197926395,0.959718072,,,,,,,,,,,,,,,,,,,,,
10/1/2014,0.605440623,1.71449847,-1.21457079,1.771155439,-1.912313298,0.852504472,,,,,,,,,,,,,,,,,,,,,
1/1/2015,0.587239796,1.784156757,-1.306716785,1.728736495,-1.734120562,0.860868606,,,,,,,,,,,,,,,,,,,,,
4/1/2015,0.684648748,1.771348968,-1.195711832,2.129871724,-1.82743471,0.952955003,,,,,,,,,,,,,,,,,,,,,
7/1/2015,0.606572655,1.766734392,-1.268889361,2.005785888,-1.68150482,0.879727171,,,,,,,,,,,,,,,,,,,,,
10/1/2015,0.505809236,1.74023596,-1.341523592,1.786998846,-1.535452685,0.777770298,,,,,,,,,,,,,,,,,,,,,
1/1/2016,0.605813055,1.763000079,-1.265684832,1.916019335,-1.689519659,0.880451096,,,,,,,,,,,,,,,,,,,,,
4/1/2016,0.641988292,1.735607839,-1.200431594,2.038346395,-1.816710279,0.90721157,,,,,,,,,,,,,,,,,,,,,
7/1/2016,0.658218104,1.792073072,-1.244141975,1.942572953,-1.923014552,0.940211644,,,,,,,,,,,,,,,,,,,,,
10/1/2016,0.60825026,1.812413484,-1.315702012,1.833973533,-1.915794412,0.900500817,,,,,,,,,,,,,,,,,,,,,
1/1/2017,0.629002983,1.807401623,-1.28962899,1.931317066,-1.732426147,0.916614704,,,,,,,,,,,,,,,,,,,,,
4/1/2017,0.564353584,1.836904544,-1.385596966,1.739669026,-1.200835974,0.865743065,,,,,,,,,,,,,,,,,,,,,
7/1/2017,0.57849667,1.893119845,-1.43112876,1.695896626,-0.878521598,0.895126146,,,,,,,,,,,,,,,,,,,,,
10/1/2017,0.738414251,1.976637049,-1.359868163,1.993946012,-1.089901001,1.074396551,,,,,,,,,,,,,,,,,,,,,
1/1/2018,0.868644183,1.992562597,-1.246543862,2.387016787,-1.151866289,1.202718656,,,,,,,,,,,,,,,,,,,,,
4/1/2018,0.836996784,1.999786143,-1.285859356,2.322539156,-1.035347247,1.174527066,,,,,,,,,,,,,,,,,,,,,
7/1/2018,0.749337336,2.050592732,-1.42745211,1.96530927,-0.777719026,1.104057152,,,,,,,,,,,,,,,,,,,,,
10/1/2018,0.709482955,2.000854971,-1.41450779,1.88211252,-0.463688909,1.048371621,,,,,,,,,,,,,,,,,,,,,
1/1/2019,0.710622816,2.05766776,-1.473677067,1.611496136,-0.042525153,1.063397426,,,,,,,,,,,,,,,,,,,,,
4/1/2019,0.780729456,2.123914341,-1.473893927,1.569812281,-0.003275674,1.147372725,,,,,,,,,,,,,,,,,,,,,
7/1/2019,0.87454443,2.23335028,-1.496249752,1.577415681,-0.356931149,1.26768557,,,,,,,,,,,,,,,,,,,,,
10/1/2019,0.852844655,2.251264508,-1.536966226,1.543048537,-0.764874652,1.249837778,,,,,,,,,,,,,,,,,,,,,
1/1/2020,0.932811907,2.300352273,-1.509107678,1.639964369,-1.251767717,1.256473822,,,,,,,,,,,,,,,,,,,,,
4/1/2020,0.90241956,2.2853476,-1.523571939,0.121705301,-1.802049559,1.225444176,,,,,,,,,,,,,,,,,,,,,
7/1/2020,0.987632588,2.342757482,-1.499301888,6.091775756,-2.246900829,1.293348917,,,,,,,,,,,,,,,,,,,,,
10/1/2020,0.960200188,2.324235487,-1.50707242,6.931870622,-2.323296162,1.272628679,,,,,,,,,,,,,,,,,,,,,
1/1/2021,1.045112162,2.349241711,-1.448705593,7.553490608,-2.843232668,1.395121255,,,,,,,,,,,,,,,,,,,,,
4/1/2021,1.076520618,2.275611092,-1.339135174,7.647340231,-4.55853104,1.437750508,,,,,,,,,,,,,,,,,,,,,
7/1/2021,1.05597086,2.286436653,-1.371176714,7.099904126,-4.978776843,1.409455586,,,,,,,,,,,,,,,,,,,,,
10/1/2021,1.233317636,2.4271442,-1.343196851,7.506976376,-6.042081562,1.669497932,,,,,,,,,,,,,,,,,,,,,
1/1/2022,1.062317277,2.275775277,-1.353512804,6.416188645,-6.505328467,1.402646372,,,,,,,,,,,,,,,,,,,,,
4/1/2022,0.915976237,2.19503811,-1.414147984,4.50921403,-5.432989494,1.185246334,,,,,,,,,,,,,,,,,,,,,
7/1/2022,0.987191513,2.260150334,-1.41205204,4.091998271,-4.157286391,1.275541281,,,,,,,,,,,,,,,,,,,,,
10/1/2022,0.952684434,2.255675549,-1.44180895,3.775454917,-2.503936441,1.23642335,,,,,,,,,,,,,,,,,,,,,
1/1/2023,0.881109546,2.269545322,-1.528107178,3.282664237,-1.224504504,1.172856217,,,,,,,,,,,,,,,,,,,,,
4/1/2023,0.716510753,2.306905803,-1.732365676,2.360998818,-0.344711244,1.036923177,,,,,,,,,,,,,,,,,,,,,
7/1/2023,0.584610817,2.469931641,-2.037324317,0.941738401,0.768280859,0.961995344,,,,,,,,,,,,,,,,,,,,,
10/1/2023,0.434367957,2.491345464,-2.21029884,0.298286894,1.657005646,0.842933254,,,,,,,,,,,,,,,,,,,,,
1/1/2024,0.475953268,2.3734492,-2.043561743,0.693406814,1.859816218,0.871494575,,,,,,,,,,,,,,,,,,,,,
4/1/2024,0.412348111,2.413447713,-2.149626985,0.022982394,2.188168541,0.835239216,,,,,,,,,,,,,,,,,,,,,
7/1/2024,0.350401775,2.437730775,-2.237350801,-0.507862844,2.224998473,0.773976505,,,,,,,,,,,,,,,,,,,,,
